date,dish_name,restaurant_name,price,meal_type,description,image
26 Jan 2024 (Friday),Big Mac Set,McD Edusphere,RM 13.95,(Dinner),"So this is the Big Mac.
          Extra onion, pickles and lettuce. Really brings out the worth of it.","2024/January/2024, January, image 40.png"
29 Jan 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.50,(Lunch),5 pieces.,"2024/January/2024, January, image 41.png"
29 Jan 2024 (Monday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 10.90,(Dinner),Why isn't there an option for 1.5 bowls of rice...,"2024/January/2024, January, image 42.png"
30 Jan 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Lunch),"Mama had alot of people, so we opted here.
          It's a little ""off"" being here at lunch instead of dinner.","2024/January/2024, January, image 43.png"
30 Jan 2024 (Tuesday),FP28,Burger King,RM 14.90,(Dinner),"Whopper wooper.

          
Real Whooper
Fries
Coke (Zero)","2024/January/2024, January, image 44.png"
31 Jan 2024 (Wednesday),Aroii Thai,Food delivery,RM 8.93,(Lunch),How do they decide between eating out and eating at home.,"2024/January/2024, January, image 45.png"
31 Jan 2024 (Wednesday),"Chicken Slice 6""",Subway,RM 15.02,(Dinner),"Kinda pricey, should've chosen instant noodles.","2024/January/2024, January, image 46.png"
01 Feb 2024 (Thursday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Lunch),Somehow everyone (except me) was asleep... until 12pm++.,"2024/February/2024, February, image 1.png"
01 Feb 2024 (Thursday),Instant noodles + Sausages,Instant Noodles,RM 0.60,(Dinner),"This is me, an Asian, and I'm here to make, my money worth.
              (Price is for ES Choice Frankfurthers).

              Anyways, some cooking tips:
              
Do not refry noodles with oil for sausages
Sausages can be boiled together with noodles
Do not pour used oil into cooked noodles pot (freedom)","2024/February/2024, February, image 2.png"
02 Feb 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),1 final push before exams.,"2024/February/2024, February, image 3.png"
02 Feb 2024 (Friday),Nasi Goreng Thai,Restoran Al Bidayah,RM 10.50,(Dinner),"So Thais are usually like this huh, tumeric chicken, egg, and some sort of yellow fried rice.","2024/February/2024, February, image 4.png"
18 Feb 2024 (Sunday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),Imagine forgetting your laptop charger.,"2024/February/2024, February, image 5.png"
19 Feb 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"Calculus is just like these meat, you seen it before, you tasted it before, yet you have no idea how to bite into it.","2024/February/2024, February, image 6.png"
19 Feb 2024 (Monday),FP24,Burger King,RM 11.90,(Dinner),"I gotten a caramel soft serve instead of vanilla.
              It tastes nice.","2024/February/2024, February, image 7.png"
20 Feb 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 10.00,(Lunch),Did I take too much meat?,"2024/February/2024, February, image 8.png"
20 Feb 2024 (Tuesday),Spicy McChicken Deluxe,McD Edusphere,RM 4.50,(Dinner),"As usual, extra lettuce.
              Why don't they have set meals for the points redemption?
<small>That's one cute ice cream</small>","2024/February/2024, February, image 9.png"
21 Feb 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),I like onions.,"2024/February/2024, February, image 10.png"
21 Feb 2024 (Wednesday),Nasi Goreng Thai,Famous Bistro Cafe,RM 10.50,(Dinner),"Imma assume they did listen to my request of wanting the egg fully done.
              Can I swap the egg into an omelette though?","2024/February/2024, February, image 11.png"
22 Feb 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"Does he not get charged extra for asking more rice?
<small>Oh my a thing fell off</small>","2024/February/2024, February, image 12.png"
22 Feb 2024 (Thursday),Creamy Butter Pork Rice (Add rice),Hinz Kitchen,RM 12.90,(Dinner),"With more rice, its a little hard to ""calculate"" how much meat to serve with a scoop of rice.
              As opposed with a regular serving of rice.

              Final meal of this trimester.","2024/February/2024, February, image 13.png"
16 Apr 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 10.00,(Lunch),"Maybe I took too much meat?
                  Granted, it's pork, so of course ""the prices will be higher"".","2024/April/2024, April, image 1.png"
16 Apr 2024 (Tuesday),Taiwan Sausage Fried Rice,Hinz Kitchen,RM 10.50,(Dinner),"Ya know the problem with Hinz:
                  Order a regular portion, not filling enough.
                  Order an upsized portion, it's too filling.","2024/April/2024, April, image 2.png"
17 Apr 2024 (Wednesday),Nasi Goreng Tanjong,Switt Kreving,RM 5.00,(Lunch),"Black thing feels like super sambal, but it's tolerable in small amounts paired with rice.
                  Chicken isn't plentiful, but it exists.

                  Real menu rahmah, next time try asking for more rice.","2024/April/2024, April, image 3.png"
17 Apr 2024 (Wednesday),"""Lots of extra food""",No restaurant name,Free,(Lunch 2),"I mean it's either this or instant noodles.
                  In a technical standpoint this is cheaper even accounting petrol.

                  Just taxing on mental.

                  Foods good though overall despite being hours old by now.","2024/April/2024, April, image 4.png"
17 Apr 2024 (Wednesday),Instant noodles,Instant Noodles,RM 2.04,(Dinner),"""It isn't me cooking if there isn't a part I messed up"".
                  Recipe this time:
                  
Boil noodles &amp; sausages together
Single egg, beat it (not till complete scramble)
Use oil + soy sauce from instant noodle packaging
Wait till hot (or soy sauce starts bubbling)
Put egg in
Flip constantly
Put noodles in when egg is almost done (dont)
Take everything out once mess up is realised
Put a little water in to save slightly hardened noodles
Pour the remaining packets in
  
                While it is indeed edible, the egg is on the saltier side, but edible.
                The sausages however could be better if I lightly fried them instead of purely boiling them.","2024/April/2024, April, image 5.png"
18 Apr 2024 (Thursday),Smashed Burger,No restaurant name,RM 6.33,(Lunch),"Good food, good boss.
                  Original price 7, but bulk discount + actual asking be like.","2024/April/2024, April, image 6.png"
18 Apr 2024 (Thursday),AD 79,Burger King,RM 11.95,(Dinner),"Contains:
                  
Double Whopper Jr.
Chocolate Sundae Vanilla Soft Serve
Coke

                  
                  Hm they didn't have choco sundae, replaced it with a cone. <small>not like i mind</small>
                  They should feature more individual sets.
<small>They should feature cup covers so I can take it on the go-</small>
<small><small>I am horribly confused by their pathing.
                  The slope is literally there?
                  You don't need to walk THE ENTIRE THING just cuz the lift broke??</small></small>","2024/April/2024, April, image 7.png"
19 Apr 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.50,(Lunch),"First time using the chinese club discount card, wonder what would be the original price.
              
1.5 scoops of rice
5 pieces of chicken (3 edible parts)
a scoop of kangkung

                Do not take 1.5 bowls of rice lightly, everyone had to wait for me.
<small>FeelsBadMan</small>","2024/April/2024, April, image 8.png"
19 Apr 2024 (Friday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),"I don't get why didn't we go to a longer table.
                  Or rather split into groups, 10 people is slightly stretching it. <!-- 5 + 1 + 1 + 3 -->","2024/April/2024, April, image 9.png"
23 Apr 2024 (Tuesday),Mee Goreng,SRC CW,Free,(Breakfast),"It ran out faster?
                  Only a single fishball + a slice of fishcake.
<small>Didn't know they were doing this, wasted a breakfast.</small>","2024/April/2024, April, image 10.png"
23 Apr 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"Discount card working wonders.
              
1.5 scoops of rice
3x2 scoops of various curries
1+ scoop of vege
1+ scoop of Thai Sauce Dory Fish?

              Experiment with 2 scoops of rice next?","2024/April/2024, April, image 11.png"
23 Apr 2024 (Tuesday),Prawn Fried Rice,Ri Yue Ming,RM 11.00,(Dinner),"Despite adding rice, it isn't that filling vs Hinz.
                  
Prawn Fried Rice - RM 10.00
+ Rice - RM 1.00
  
                Decent enough food, they also do not have an actual counter.","2024/April/2024, April, image 12.png"
24 Apr 2024 (Wednesday),Nasi Lemak,SRC CW,Free,(Breakfast 1),"Wasn't any class, manage to snipe when it just opened.","2024/April/2024, April, image 13.png"
24 Apr 2024 (Wednesday),Nasi Lemak,SRC CW,Free,(Breakfast 2),"Do I need 3 to fill myself?
                  Also the rice tasted kinda (slightly) burnt without the coconut taste.","2024/April/2024, April, image 14.png"
24 Apr 2024 (Wednesday),Kuey Teow Penang,Switt Kreving,RM 5.00,(Lunch),"It took a while to cook, almost half an hour somehow whereas other dishes were cooked faster.","2024/April/2024, April, image 15.png"
24 Apr 2024 (Wednesday),Nasi Goreng Biasa,Restoran Al Bidayah,RM 7.50,(Dinner),"For the whole hour and 11 minutes I was there eating, I suffered rice overdose.
                  Please do not do this.

Nasi Goreng Biasa (Mamak) - RM 6.00
Tambah Nasi - RM 1.50","2024/April/2024, April, image 16.png"
25 Apr 2024 (Thursday),Nasi Campur,HTC,RM 8.50,(Lunch),"I last had it at 28 Aug 23?
                  No wonder it hiked 50 cents.","2024/April/2024, April, image 17.png"
25 Apr 2024 (Thursday),AD76,Burger King,RM 8.90,(Dinner),"How did they ran out of onion rings this time?
                  And today somehow they had choco sundaes.
                  
BK Chick'N Crisp
Onion Rings Fries
Coke Zero
  
                Today I learnt that the Fries are the exact same price as the Onion Rings, at least when referring here.","2024/April/2024, April, image 18.png"
26 Apr 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM 6.60,(Lunch),"One of the lowest prices I hit thus far?

1.5 scoops of rice
3x2 scoops of various curries
1-ish scoop of vege
1-ish scoop of Thai Sauce Dory Fish?","2024/April/2024, April, image 19.png"
26 Apr 2024 (Friday),Spicy Crispy Chicken Burger Set,McD Edusphere,RM 13.95,(Dinner),"I got an apple pie for the next time I come, the best (price) non rare item.","2024/April/2024, April, image 20.png"
30 Apr 2024 (Tuesday),Nasi Goreng Tanjong,Switt Kreving,RM 6.00,(Lunch),"Did it make a difference? Not sure.
              
Base price - RM 5.00
Tambah Nasi - RM 1.00

              At least it was more filling.","2024/April/2024, April, image 21.png"
30 Apr 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 10.70,(Dinner),"Randomly got added an egg.
                  
Base price - RM 9.00
Fried Egg - RM 1.70

                  It tastes good, but -1.70.","2024/April/2024, April, image 22.png"
01 May 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"Pork test.
                    So it discounts by 10% it seems.","2024/May/2024, May, image 1.png"
01 May 2024 (Wednesday),Instant Noodles,Instant Noodles,RM 2.66,(Dinner),"Eggs:
                
Beaten with chopsticks, apparently not as good as whisking with fork
Oil covers enter surface
Fried till kinda crispy edible, still got some soft (nice) sides
Slightly explosive when frying

                Sausages:
                
Boiled with noodles
Lightly fried with remnants of egg oil, nice

                Noodles:
                
Left to dry for too long, water saves it

              Eh, kinda nice I guess.","2024/May/2024, May, image 2.png"
02 May 2024 (Thursday),Nasi Campur,HTC,RM 8.00,(Lunch),It seems like the prices fluctuate based on their mood.,"2024/May/2024, May, image 3.png"
02 May 2024 (Thursday),Ayam Geprek Student,Ayam Geprek Indo Asli,RM 12.00,(Dinner),"Chosen teh o ais.

                  First time here, experience was... eh.
                  Small nitpicks:
                  
Food came kinda late (everyone else has had theirs delivered for minutes)
The rice is just ""hot"", not much rice taste
The spicy sambal isn't to my liking

                Also don't sit at the swing seat if you're not alone, it gets rng when someone decides to swing it.
                That seat also gives me mild epilepsy with the fan blocking &amp; unblocking the light at quick successions.
<small>Wow you (the restaurant) ran out of cash.</small>","2024/May/2024, May, image 4.png"
03 May 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"Interaction:
              
8.
Got card? 7.
<i>Charges 7.2 instead</i>

              Guess it really is 10%.","2024/May/2024, May, image 5.png"
03 May 2024 (Friday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 10.90,(Dinner),"Imagine being so early that they haven't open yet, then be their first customer.","2024/May/2024, May, image 6.png"
06 May 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.80,(Lunch),"Maybe I shouldn't had took so many fishes, I had 3 remaining when I finished my 1.5 rice.
                  Calculator displayed 8.82...","2024/May/2024, May, image 7.png"
06 May 2024 (Monday),Instant noodles,Instant Noodles,Free,(Dinner),"2 Eggs.
                  I was waiting for roommate to be done washing while frying egg, took too long, egg (slightly) ruined.
                  Just like my Comp Math test.","2024/May/2024, May, image 8.png"
07 May 2024 (Tuesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"Heard its good from my peers, decided to try with them.
                  If anything it is better than Warung Geprek.

                  I gotten chicken wing as part of their rng choices.","2024/May/2024, May, image 9.png"
07 May 2024 (Tuesday),Double Cheeseburger,McD Edusphere,RM 10.50,(Dinner),"Can I claim deals on the McD app itself instead of doing it on the kiosk?
                  Anddd another Exusiai (Apple Pie) from doing the survey.","2024/May/2024, May, image 10.png"
08 May 2024 (Wednesday),Nasi Campur,HTC,RM 8.00,(Lunch),Pls unbocchi.,"2024/May/2024, May, image 11.png"
08 May 2024 (Wednesday),Aroi Thai,Food delivery,RM 8.28,(Dinner),How long has it been?,"2024/May/2024, May, image 12.png"
09 May 2024 (Thursday),Nasi Campur,HTC,RM 8.50,(Lunch),"3 scoops of rice, more satisfying, same with the price.","2024/May/2024, May, image 13.png"
09 May 2024 (Thursday),PD106,Burger King,RM 8.90,(Dinner),"The wonderful use of cash, and everything they have is in stock!
                  
BK Chick'N Crisp
Onion Rings
Coke Zero","2024/May/2024, May, image 14.png"
